Time,Total solar irradiance (W/m2),Direct normal irradiance (W/m2),Global horizontal irradiance (W/m2),Relative humidity (%),Power (MW)
2020-03-21 11:00:00,622.75,86.75,268.25,18.9,26.45211575
2020-03-21 12:00:00,839.75,37.75,339.75,15.875,32.668533
2020-03-21 13:00:00,717.5,12.5,320.25,12.6,27.30466625
2020-03-21 14:00:00,884.75,18.25,291.75,9.7,37.58363275
2020-03-21 15:00:00,896.5,27.0,230.0,8.225,36.9587315
2020-03-21 16:00:00,728.5,77.25,194.75,8.1,30.50919875
2020-03-21 17:00:00,433.0,155.25,156.75,8.0,19.3615995
2020-03-21 18:00:00,138.25,58.25,76.75,8.7,7.0266665
2020-03-21 19:00:00,20.5,1.5,16.75,10.75,0.6691167499999999
2020-03-21 20:00:00,0.0,0.0,0.0,12.625,0.0
2020-03-21 21:00:00,0.0,0.0,0.0,14.55,0.0
2020-03-21 22:00:00,0.0,0.0,0.0,15.325,0.0
2020-03-21 23:00:00,0.0,0.0,0.0,14.45,0.0
2020-03-22 00:00:00,0.0,0.0,0.0,14.075,0.0
2020-03-22 01:00:00,0.0,0.0,0.0,14.0,0.0
2020-03-22 02:00:00,0.0,0.0,0.0,15.05,0.0
2020-03-22 03:00:00,0.0,0.0,0.0,16.1,0.0
2020-03-22 04:00:00,0.0,0.0,0.0,16.725,0.0
2020-03-22 05:00:00,0.0,0.0,0.0,17.55,0.0
2020-03-22 06:00:00,0.0,0.0,0.0,18.4,0.0
2020-03-22 08:00:00,85.0,4.75,66.75,20.45,2.4949665
2020-03-22 09:00:00,268.5,59.5,172.5,17.65,8.227749750000001
2020-03-22 10:00:00,555.0,245.5,311.0,13.375,19.29481625
2020-03-22 11:00:00,438.75,75.5,272.0,12.25,20.00209925
2020-03-22 12:00:00,834.0,48.0,287.25,11.925,31.996398
2020-03-22 13:00:00,359.5,7.0,241.5,12.425,23.517765999999998
2020-03-22 14:00:00,693.0,16.25,386.0,11.075,25.0159995
2020-03-22 15:00:00,651.25,24.5,335.5,11.125,24.80996575
2020-03-22 16:00:00,606.75,51.5,278.5,11.525,21.8420495
2020-03-22 17:00:00,325.5,89.75,158.25,11.8,12.98148325
2020-03-22 18:00:00,231.0,169.25,90.25,12.125,9.918633
2020-03-22 19:00:00,34.25,8.0,22.0,15.05,1.4585
2020-03-22 20:00:00,0.0,0.0,0.0,18.2,0.0
2020-03-22 21:00:00,0.0,0.0,0.0,20.15,0.0
2020-03-22 22:00:00,0.0,0.0,0.0,21.225,0.0
2020-03-22 23:00:00,0.0,0.0,0.0,21.0,0.0
2020-03-23 00:00:00,0.0,0.0,0.0,26.225,0.0
2020-03-23 01:00:00,0.0,0.0,0.0,29.45,0.0
2020-03-23 02:00:00,0.0,0.0,0.0,31.65,0.0
2020-03-23 03:00:00,0.0,0.0,0.0,28.075,0.0
2020-03-23 04:00:00,0.0,0.0,0.0,27.925,0.0
2020-03-23 05:00:00,0.0,0.0,0.0,29.825,0.0
2020-03-23 06:00:00,0.0,0.0,0.0,25.575,0.0
2020-03-23 07:00:00,5.0,0.5,5.0,18.65,0.01976675
2020-03-23 08:00:00,67.25,2.75,55.25,20.325,1.9818665
2020-03-23 09:00:00,289.0,75.5,174.75,16.775,11.588683
2020-03-23 10:00:00,503.75,218.5,301.75,13.575,18.63915
2020-03-23 11:00:00,719.75,192.25,368.5,11.95,29.86091575
2020-03-23 12:00:00,873.0,71.25,377.75,10.075,35.31734825
2020-03-23 13:00:00,842.75,21.25,394.5,9.15,35.471015
2020-03-23 14:00:00,658.75,11.75,396.25,9.225,27.06416575
2020-03-23 15:00:00,706.75,28.5,332.0,8.95,28.368215499999998
2020-03-23 16:00:00,586.5,63.5,263.0,8.5,24.899499
2020-03-23 17:00:00,330.5,51.75,201.5,9.399999999999999,14.61778325
2020-03-23 18:00:00,233.5,95.75,125.0,8.1,9.973933
2020-03-23 19:00:00,38.5,6.25,26.25,8.425,1.66118325
2020-03-23 20:00:00,0.0,0.0,0.0,9.399999999999999,0.0
2020-03-23 21:00:00,0.0,0.0,0.0,9.725,0.0
2020-03-23 22:00:00,0.0,0.0,0.0,11.425,0.0
2020-03-23 23:00:00,0.0,0.0,0.0,13.775,0.0
2020-03-24 00:00:00,0.0,0.0,0.0,15.825000000000001,0.0
2020-03-24 01:00:00,0.0,0.0,0.0,17.1,0.0
2020-03-24 02:00:00,0.0,0.0,0.0,18.05,0.0
2020-03-24 03:00:00,0.0,0.0,0.0,17.175,0.0
2020-03-24 04:00:00,0.0,0.0,0.0,18.55,0.0
2020-03-24 05:00:00,0.0,0.0,0.0,21.1,0.0
2020-03-24 06:00:00,0.0,0.0,0.0,22.375,0.0
2020-03-24 07:00:00,4.0,0.25,4.0,22.75,0.00626675
2020-03-24 08:00:00,60.5,1.0,53.75,38.675,1.8533
2020-03-24 09:00:00,211.5,50.0,157.75,41.05,6.91919975
2020-03-24 10:00:00,514.75,235.75,309.25,32.475,20.44378375
2020-03-24 11:00:00,560.5,121.0,338.5,23.35,20.35564875
2020-03-24 12:00:00,732.25,66.25,407.5,17.2,17.994116249999998
2020-03-24 13:00:00,830.5,34.25,442.0,13.6,17.481333749999997
2020-03-24 14:00:00,854.75,28.0,416.0,9.25,17.6851665
2020-03-24 15:00:00,709.5,46.0,308.0,6.1,17.48970025
2020-03-24 16:00:00,334.25,19.25,263.5,5.925,15.38738325
2020-03-24 17:00:00,275.25,45.5,207.0,5.45,13.20346625
2020-03-24 18:00:00,106.0,7.0,89.0,4.275,5.68419975
2020-03-24 19:00:00,15.5,0.0,15.25,3.125,0.59753325
2020-03-24 20:00:00,0.0,0.0,0.0,1.475,0.0
2020-03-24 21:00:00,0.0,0.0,0.0,0.95,0.0
2020-03-24 22:00:00,0.0,0.0,0.0,0.875,0.0
2020-03-24 23:00:00,0.0,0.0,0.0,0.775,0.0
2020-03-25 00:00:00,0.0,0.0,0.0,0.90625,0.0
2020-03-25 01:00:00,0.0,0.0,0.0,1.0375,0.0
2020-03-25 02:00:00,0.0,0.0,0.0,1.1687500000000002,0.0
2020-03-25 03:00:00,0.0,0.0,0.0,1.3,0.0
2020-03-25 04:00:00,0.0,0.0,0.0,3.45,0.0
2020-03-25 05:00:00,0.0,0.0,0.0,4.025,0.0
2020-03-25 06:00:00,0.0,0.0,0.0,5.15,0.0
2020-03-25 07:00:00,7.25,0.0,7.0,6.575,0.04305
2020-03-25 08:00:00,142.25,9.5,103.0,6.4,4.16498325
2020-03-25 09:00:00,428.5,176.75,270.0,5.875,16.352182499999998
2020-03-25 10:00:00,632.0,409.25,402.0,5.4,23.28181625
2020-03-25 11:00:00,791.5,344.0,459.75,4.875,25.21239875
2020-03-25 12:00:00,997.25,213.25,535.75,3.5,23.95608325
2020-03-25 13:00:00,1081.5,61.75,562.75,2.575,23.40641625
2020-03-25 14:00:00,1009.25,41.75,441.75,1.65,23.636399
2020-03-25 15:00:00,845.0,74.25,342.25,0.8999999999999999,23.98219875
2020-03-25 16:00:00,539.25,146.0,313.0,1.425,22.477566
2020-03-25 17:00:00,326.5,90.25,218.0,2.175,15.854249249999999
2020-03-25 18:00:00,137.5,11.0,114.75,2.175,6.36218325
2020-03-25 19:00:00,22.25,0.5,19.75,3.325,1.05415
2020-03-25 20:00:00,0.0,0.0,0.0,4.675,0.0
2020-03-25 21:00:00,0.0,0.0,0.0,4.575,0.0
2020-03-25 22:00:00,0.0,0.0,0.0,3.625,0.0
2020-03-25 23:00:00,0.0,0.0,0.0,3.275,0.0
2020-03-26 00:00:00,0.0,0.0,0.0,4.325,0.0
2020-03-26 01:00:00,0.0,0.0,0.0,4.9,0.0
2020-03-26 02:00:00,0.0,0.0,0.0,5.725,0.0
2020-03-26 03:00:00,0.0,0.0,0.0,6.15,0.0
2020-03-26 04:00:00,0.0,0.0,0.0,6.475,0.0
2020-03-26 05:00:00,0.0,0.0,0.0,7.75,0.0
2020-03-26 06:00:00,0.0,0.0,0.0,7.225,0.0
2020-03-26 07:00:00,8.75,0.0,7.0,6.025,0.06
2020-03-26 08:00:00,106.25,4.0,83.5,5.25,3.20715025
2020-03-26 09:00:00,398.25,135.75,272.5,4.675,14.11554975
2020-03-26 10:00:00,745.5,583.0,516.5,3.9,30.95563375
2020-03-26 11:00:00,918.25,560.5,609.0,3.35,40.535683
2020-03-26 12:00:00,1028.75,241.75,652.0,2.0,46.009314
2020-03-26 13:00:00,1100.5,86.75,663.0,1.175,48.13666525
2020-03-26 14:00:00,1084.75,61.75,572.5,0.9375,48.00281525
2020-03-26 15:00:00,1001.5,134.0,470.25,0.7,44.60754775
2020-03-26 16:00:00,796.5,454.5,358.75,1.175,36.988915750000004
2020-03-26 18:00:00,293.0,208.5,118.0,0.575,13.165033000000001
2020-03-26 19:00:00,51.0,7.0,28.5,0.75,2.21005
2020-03-26 20:00:00,0.0,0.0,0.0,1.375,0.0
2020-03-26 21:00:00,0.0,0.0,0.0,1.65,0.0
2020-03-26 22:00:00,0.0,0.0,0.0,1.725,0.0
2020-03-26 23:00:00,0.0,0.0,0.0,2.2750000000000004,0.0
2020-03-27 00:00:00,0.0,0.0,0.0,2.4,0.0
2020-03-27 01:00:00,0.0,0.0,0.0,3.25,0.0
2020-03-27 02:00:00,0.0,0.0,0.0,3.325,0.0
2020-03-27 03:00:00,0.0,0.0,0.0,3.375,0.0
2020-03-27 04:00:00,0.0,0.0,0.0,3.225,0.0
2020-03-27 05:00:00,0.0,0.0,0.0,3.25,0.0
2020-03-27 06:00:00,0.0,0.0,0.0,3.375,0.0
2020-03-27 07:00:00,8.25,0.25,8.0,3.15,0.06901675
2020-03-27 08:00:00,90.75,1.0,84.75,2.5,3.1389
2020-03-27 09:00:00,225.5,16.0,185.25,1.9,9.086333
2020-03-27 10:00:00,444.0,127.75,343.75,1.275,20.309632999999998
2020-03-27 11:00:00,832.5,389.75,567.75,1.1928571428571428,34.573066499999996
2020-03-27 12:00:00,982.75,226.5,661.75,1.1107142857142855,43.064849
2020-03-27 13:00:00,1053.75,93.0,693.0,1.0285714285714285,45.0007475
2020-03-27 14:00:00,1016.75,68.75,616.0,0.9464285714285714,42.800332999999995
2020-03-27 15:00:00,929.25,130.0,523.25,0.8642857142857142,39.419133
2020-03-27 16:00:00,754.5,256.75,420.0,0.782142857142857,33.27848225
2020-03-27 17:00:00,527.25,280.25,168.75,0.7,23.320898749999998
2020-03-27 18:00:00,268.25,174.75,82.25,1.425,11.70694975
2020-03-27 19:00:00,45.5,4.75,26.75,0.7749999999999999,2.03991675
2020-03-27 20:00:00,0.0,0.0,0.0,1.975,0.0
2020-03-27 21:00:00,0.0,0.0,0.0,2.7,0.0
2020-03-27 22:00:00,0.0,0.0,0.0,3.275,0.0
2020-03-27 23:00:00,0.0,0.0,0.0,3.375,0.0
2020-03-28 00:00:00,0.0,0.0,0.0,4.275,0.0
2020-03-28 01:00:00,0.0,0.0,0.0,5.3,0.0
2020-03-28 02:00:00,0.0,0.0,0.0,6.3,0.0
2020-03-28 03:00:00,0.0,0.0,0.0,7.824999999999999,0.0
2020-03-28 04:00:00,0.0,0.0,0.0,8.825,0.0
2020-03-28 05:00:00,0.0,0.0,0.0,9.45,0.0
2020-03-28 06:00:00,0.0,0.0,0.0,9.325,0.0
2020-03-28 07:00:00,13.0,1.0,9.0,10.975,0.12225
2020-03-28 08:00:00,167.25,12.75,58.25,11.1,4.72998325
2020-03-28 09:00:00,472.25,250.0,88.0,7.4,17.00488275
2020-03-28 10:00:00,738.5,727.5,102.75,4.3,29.061016
2020-03-28 11:00:00,926.5,622.0,112.0,2.975,37.91779925
2020-03-28 12:00:00,1021.0,288.5,119.75,2.725,43.4425155
2020-03-28 13:00:00,1106.5,120.25,145.75,2.075,45.5127325
2020-03-28 14:00:00,1108.75,110.5,107.5,1.625,44.969099
2020-03-28 15:00:00,1043.75,266.25,98.5,1.55,41.917415749999996
2020-03-28 16:00:00,834.0,618.5,84.5,1.275,35.841282500000005
2020-03-28 18:00:00,304.25,281.25,53.0,0.675,13.51263275
2020-03-28 19:00:00,60.25,9.0,21.0,1.05,2.44555
2020-03-28 20:00:00,0.0,0.0,0.0,2.15,0.0
2020-03-28 21:00:00,0.0,0.0,0.0,2.675,0.0
2020-03-28 22:00:00,0.0,0.0,0.0,3.875,0.0
2020-03-28 23:00:00,0.0,0.0,0.0,3.9749999999999996,0.0
2020-03-29 00:00:00,0.0,0.0,0.0,5.45,0.0
2020-03-29 01:00:00,0.0,0.0,0.0,7.025,0.0
2020-03-29 02:00:00,0.0,0.0,0.0,8.325,0.0
2020-03-29 03:00:00,0.0,0.0,0.0,8.45,0.0
2020-03-29 04:00:00,0.0,0.0,0.0,10.375,0.0
2020-03-29 05:00:00,0.0,0.0,0.0,11.025,0.0
2020-03-29 06:00:00,0.0,0.0,0.0,11.55,0.0
2020-03-29 07:00:00,12.5,0.0,11.0,12.225,0.13951675
2020-03-29 08:00:00,111.5,2.5,86.0,10.925,3.6333830000000003
2020-03-29 09:00:00,272.0,35.75,177.25,7.8,10.446916250000001
2020-03-29 10:00:00,607.25,409.0,203.0,3.075,23.0017825
2020-03-29 11:00:00,929.75,647.5,137.5,2.05,36.9965
2020-03-29 12:00:00,963.5,292.0,198.75,0.8500000000000001,40.4721655
2020-03-29 13:00:00,826.0,68.5,342.25,0.575,32.999499
2020-03-29 14:00:00,724.0,51.0,313.25,0.475,32.233633
2020-03-29 15:00:00,330.0,9.75,262.25,1.075,14.815066250000001
2020-03-29 16:00:00,192.5,2.5,187.5,1.5,9.142282999999999
2020-03-29 17:00:00,148.75,2.0,140.25,1.675,7.1723665
2020-03-29 18:00:00,138.75,15.25,116.0,1.6,6.32255
2020-03-29 19:00:00,41.5,2.0,39.0,1.975,1.72605
2020-03-29 20:00:00,0.0,0.0,0.0,2.825,0.0
2020-03-29 21:00:00,0.0,0.0,0.0,3.5999999999999996,0.0
2020-03-29 22:00:00,0.0,0.0,0.0,21.075,0.0
2020-03-29 23:00:00,0.0,0.0,0.0,31.35,0.0
2020-03-30 00:00:00,0.0,0.0,0.0,35.7,0.0
2020-03-30 01:00:00,0.0,0.0,0.0,36.525,0.0
2020-03-30 02:00:00,0.0,0.0,0.0,36.575,0.0
2020-03-30 03:00:00,0.0,0.0,0.0,34.0,0.0
2020-03-30 04:00:00,0.0,0.0,0.0,32.650000000000006,0.0
2020-03-30 05:00:00,0.0,0.0,0.0,35.825,0.0
2020-03-30 06:00:00,0.0,0.0,0.0,43.15,0.0
2020-03-30 07:00:00,12.0,0.5,11.0,43.925,0.13071675000000002
2020-03-30 08:00:00,138.0,7.0,79.75,43.575,4.1030165
2020-03-30 09:00:00,407.5,116.5,132.25,35.225,14.876983000000001
2020-03-30 10:00:00,678.5,512.25,156.25,28.225,27.353882249999998
2020-03-30 11:00:00,865.5,577.75,168.0,25.55,36.6425995
2020-03-30 12:00:00,954.5,337.75,183.0,22.0,42.1236325
2020-03-30 13:00:00,1044.0,196.0,198.75,18.275,44.7834815
2020-03-30 14:00:00,1051.0,187.25,169.0,15.675,44.23018125
2020-03-30 15:00:00,973.0,336.5,148.25,14.0,39.9852655
2020-03-30 16:00:00,773.5,588.25,128.75,12.575,33.45396425
2020-03-30 17:00:00,478.5,386.0,122.0,11.975,20.5577325
2020-03-30 18:00:00,150.75,23.75,97.25,11.125,6.8903665
2020-03-30 19:00:00,31.25,1.0,26.25,12.075,1.3021
2020-03-30 20:00:00,0.0,0.0,0.0,16.1,0.0
2020-03-30 21:00:00,0.0,0.0,0.0,12.85,0.0
2020-03-30 22:00:00,0.0,0.0,0.0,9.675,0.0
2020-03-30 23:00:00,0.0,0.0,0.0,8.375,0.0
2020-03-31 00:00:00,0.0,0.0,0.0,6.475,0.0
2020-03-31 01:00:00,0.0,0.0,0.0,6.675,0.0
2020-03-31 02:00:00,0.0,0.0,0.0,7.15,0.0
2020-03-31 03:00:00,0.0,0.0,0.0,6.725,0.0
2020-03-31 04:00:00,0.0,0.0,0.0,7.3,0.0
2020-03-31 05:00:00,0.0,0.0,0.0,7.25,0.0
2020-03-31 06:00:00,0.0,0.0,0.0,7.45,0.0
2020-03-31 07:00:00,11.0,0.0,11.0,7.75,0.1259
2020-03-31 08:00:00,131.75,6.0,77.25,7.300000000000001,4.16965
2020-03-31 09:00:00,475.25,165.25,102.0,6.5,17.045283
2020-03-31 10:00:00,755.0,689.75,101.75,9.075,28.680965999999998
2020-03-31 11:00:00,930.5,779.0,106.0,10.524999999999999,29.881866
2020-03-31 12:00:00,1013.5,510.0,112.5,7.625,30.89611575
2020-03-31 13:00:00,1095.5,301.25,143.0,6.35,32.085965
2020-03-31 14:00:00,1096.5,292.0,112.75,6.7,28.95241575
2020-03-31 15:00:00,1033.75,493.0,95.75,6.7,24.94246575
2020-03-31 16:00:00,828.25,791.75,85.25,5.175000000000001,23.282983
2020-03-31 18:00:00,306.0,115.75,58.25,4.375,13.5480825
2020-03-31 19:00:00,65.75,7.0,26.0,4.575,2.62845
2020-03-31 20:00:00,0.0,0.0,0.0,5.25,0.0
2020-03-31 21:00:00,0.0,0.0,0.0,5.4,0.0
2020-03-31 22:00:00,0.0,0.0,0.0,15.975000000000001,0.0
2020-03-31 23:00:00,0.0,0.0,0.0,26.6,0.0
2020-04-01 00:00:00,0.0,0.0,0.0,28.5,0.0
2020-04-01 01:00:00,0.0,0.0,0.0,28.45,0.0
2020-04-01 02:00:00,0.0,0.0,0.0,26.075,0.0
2020-04-01 03:00:00,0.0,0.0,0.0,26.625,0.0
2020-04-01 04:00:00,0.0,0.0,0.0,27.3,0.0
2020-04-01 05:00:00,0.0,0.0,0.0,26.675,0.0
2020-04-01 06:00:00,0.0,0.0,0.0,24.85,0.0
2020-04-01 07:00:00,19.5,0.5,13.75,22.6,0.2231
2020-04-01 08:00:00,186.25,12.0,69.75,22.150000000000002,5.35996675
2020-04-01 09:00:00,488.5,114.0,105.0,19.525,17.914199
2020-04-01 10:00:00,748.25,607.0,127.0,14.75,26.990049
2020-04-01 11:00:00,909.75,699.25,158.5,11.75,22.9116995
2020-04-01 12:00:00,1000.75,488.25,185.5,9.925,22.697132
2020-04-01 13:00:00,1075.75,315.25,210.0,7.725,22.9342325
2020-04-01 14:00:00,1074.5,303.75,185.5,6.075,22.61913275
2020-04-01 15:00:00,986.5,464.75,158.25,4.9,23.48239975
2020-04-01 16:00:00,804.25,716.5,117.0,3.65,24.0455315
2020-04-01 17:00:00,603.25,567.25,87.0,2.725,24.2979325
2020-04-01 18:00:00,300.75,84.0,64.75,2.925,13.241766
2020-04-01 19:00:00,65.0,6.5,29.25,3.1750000000000003,2.59208325
2020-04-01 20:00:00,0.0,0.0,0.0,3.25,0.0
2020-04-01 21:00:00,0.0,0.0,0.0,3.9,0.0
2020-04-01 22:00:00,0.0,0.0,0.0,4.525,0.0
2020-04-01 23:00:00,0.0,0.0,0.0,6.225,0.0
2020-04-02 00:00:00,0.0,0.0,0.0,7.85,0.0
2020-04-02 01:00:00,0.0,0.0,0.0,8.8,0.0
2020-04-02 02:00:00,0.0,0.0,0.0,9.8,0.0
2020-04-02 03:00:00,0.0,0.0,0.0,10.225,0.0
2020-04-02 04:00:00,0.0,0.0,0.0,9.6,0.0
2020-04-02 05:00:00,0.0,0.0,0.0,10.975,0.0
2020-04-02 06:00:00,0.0,0.0,0.0,12.3,0.0
2020-04-02 07:00:00,23.25,1.75,15.0,11.275,0.25421675
2020-04-02 08:00:00,197.5,10.0,62.0,10.275,5.7031165
2020-04-02 09:00:00,506.0,82.75,91.5,8.025,18.558499249999997
2020-04-02 10:00:00,762.5,610.25,107.5,4.725,28.898099000000002
2020-04-02 11:00:00,945.5,858.0,111.5,3.675,25.547082500000002
2020-04-02 12:00:00,1023.25,670.0,117.5,5.2,22.61274975
2020-04-02 13:00:00,1101.0,445.0,151.5,4.775,22.24918325
2020-04-02 14:00:00,1106.25,439.75,118.75,2.775,22.20991625
2020-04-02 15:00:00,1049.75,657.75,99.25,2.5388888888888888,22.32719925
2020-04-02 17:00:00,622.5,596.75,77.25,2.0666666666666664,23.57954925
2020-04-02 18:00:00,315.25,66.0,59.5,1.8305555555555555,13.58784925
2020-04-02 19:00:00,70.25,6.75,26.25,1.5944444444444443,2.661
2020-04-02 20:00:00,0.0,0.0,0.0,1.3583333333333334,0.0
2020-04-02 21:00:00,0.0,0.0,0.0,1.1222222222222222,0.0
2020-04-02 22:00:00,0.0,0.0,0.0,0.8861111111111111,0.0
2020-04-02 23:00:00,0.0,0.0,0.0,0.65,0.0
2020-04-03 00:00:00,0.0,0.0,0.0,0.6857142857142857,0.0
2020-04-03 01:00:00,0.0,0.0,0.0,0.7214285714285714,0.0
2020-04-03 02:00:00,0.0,0.0,0.0,0.7571428571428571,0.0
2020-04-03 03:00:00,0.0,0.0,0.0,0.7928571428571429,0.0
2020-04-03 04:00:00,0.0,0.0,0.0,0.8285714285714285,0.0
2020-04-03 05:00:00,0.0,0.0,0.0,0.8642857142857143,0.0
2020-04-03 06:00:00,0.0,0.0,0.0,0.9,0.0
2020-04-03 07:00:00,24.0,1.0,17.5,1.45,0.32628325
2020-04-03 08:00:00,192.0,9.25,73.5,1.8,5.72593325
2020-04-03 09:00:00,497.25,56.0,107.0,1.665,18.124149499999998
2020-04-03 10:00:00,750.0,501.0,127.0,1.53,29.96066675
2020-04-03 11:00:00,933.25,819.5,134.0,1.395,38.6988145
2020-04-03 12:00:00,1019.0,706.75,141.5,1.26,43.38621525
2020-04-03 13:00:00,1091.5,495.0,175.25,1.125,45.5075825
2020-04-03 14:00:00,1099.5,494.75,140.5,1.55625,44.8080315
2020-04-03 15:00:00,1034.0,677.75,123.0,1.9874999999999998,41.3190335
2020-04-03 16:00:00,807.5,720.75,119.5,2.41875,34.06463175
2020-04-03 17:00:00,571.75,409.0,114.25,2.8499999999999996,24.5968655
2020-04-03 18:00:00,239.0,46.5,79.75,3.28125,10.944033000000001
2020-04-03 19:00:00,65.25,5.0,38.75,3.7125,2.88590025
2020-04-03 21:00:00,0.0,0.0,0.0,4.574999999999999,0.0
2020-04-03 22:00:00,0.0,0.0,0.0,5.00625,0.0
2020-04-03 23:00:00,0.0,0.0,0.0,5.4375,0.0
2020-04-04 00:00:00,0.0,0.0,0.0,5.8687499999999995,0.0
2020-04-04 01:00:00,0.0,0.0,0.0,6.3,0.0
2020-04-04 02:00:00,0.0,0.0,0.0,7.6,0.0
2020-04-04 03:00:00,0.0,0.0,0.0,7.75,0.0
2020-04-04 04:00:00,0.0,0.0,0.0,5.8,0.0
2020-04-04 05:00:00,0.0,0.0,0.0,3.625,0.0
2020-04-04 06:00:00,0.0,0.0,0.0,2.6,0.0
2020-04-04 07:00:00,24.25,0.5,18.75,3.625,0.37813325
2020-04-04 08:00:00,185.25,8.5,88.75,2.875,5.593233
2020-04-04 09:00:00,458.75,34.5,141.25,1.075,17.05371625
2020-04-04 10:00:00,730.25,395.0,176.5,0.8833333333333333,28.002316
2020-04-04 11:00:00,910.75,713.0,185.5,0.6916666666666667,36.28088075
2020-04-04 12:00:00,951.5,609.5,207.5,0.5,41.38938175
2020-04-04 13:00:00,1082.0,479.0,259.5,0.4722222222222222,39.53641675
2020-04-04 14:00:00,1026.25,455.25,219.75,0.4444444444444444,41.188066
2020-04-04 15:00:00,1000.75,636.5,175.75,0.4166666666666667,39.5088825
2020-04-04 16:00:00,732.25,580.75,151.0,0.3888888888888889,32.36334925
2020-04-04 17:00:00,461.25,234.0,134.5,0.3611111111111111,18.900833
2020-04-04 18:00:00,217.0,31.25,86.75,0.33333333333333337,9.4905665
2020-04-04 19:00:00,57.25,4.0,34.75,0.3055555555555556,2.4736000000000002
2020-04-04 20:00:00,0.0,0.0,0.0,0.2777777777777778,0.0
2020-04-04 21:00:00,0.0,0.0,0.0,0.25,0.0
2020-04-04 22:00:00,0.0,0.0,0.0,0.35,0.0
2020-04-04 23:00:00,0.0,0.0,0.0,0.875,0.0
2020-04-05 00:00:00,0.0,0.0,0.0,1.975,0.0
2020-04-05 01:00:00,0.0,0.0,0.0,2.85,0.0
2020-04-05 02:00:00,0.0,0.0,0.0,4.1,0.0
2020-04-05 03:00:00,0.0,0.0,0.0,4.3,0.0
2020-04-05 04:00:00,0.0,0.0,0.0,4.675,0.0
2020-04-05 05:00:00,0.0,0.0,0.0,6.0,0.0
2020-04-05 06:00:00,0.0,0.0,0.0,7.625,0.0
2020-04-05 07:00:00,20.0,0.0,17.25,10.525,0.2837835
2020-04-05 08:00:00,169.25,6.75,92.25,9.65,5.07843325
2020-04-05 09:00:00,444.5,22.75,165.0,5.575,16.3372325
2020-04-05 10:00:00,721.5,333.5,201.5,5.265909090909091,27.7629325
2020-04-05 11:00:00,906.5,707.25,207.75,4.956818181818182,36.311599
2020-04-05 12:00:00,993.25,725.0,204.75,4.6477272727272725,41.4541325
2020-04-05 13:00:00,1069.25,585.75,222.75,4.338636363636364,43.7734985
2020-04-05 14:00:00,1073.5,582.5,189.25,4.029545454545454,43.59726425
2020-04-05 15:00:00,1015.25,720.25,161.0,3.7204545454545452,40.42546525
2020-04-05 16:00:00,810.25,693.25,140.5,3.411363636363636,34.228832
2020-04-05 17:00:00,539.25,301.5,122.0,3.102272727272727,23.294265250000002
2020-04-05 18:00:00,285.75,24.5,96.25,2.793181818181818,10.96134975
2020-04-05 19:00:00,57.5,4.0,30.5,2.484090909090909,2.0523335
2020-04-05 20:00:00,0.0,0.0,0.0,2.175,0.0
2020-04-05 21:00:00,0.0,0.0,0.0,1.9333333333333331,0.0
2020-04-05 22:00:00,0.0,0.0,0.0,1.6916666666666667,0.0
2020-04-05 23:00:00,0.0,0.0,0.0,1.45,0.0
2020-04-06 00:00:00,0.0,0.0,0.0,2.35,0.0
2020-04-06 01:00:00,0.0,0.0,0.0,2.65,0.0
2020-04-06 02:00:00,0.0,0.0,0.0,3.275,0.0
2020-04-06 03:00:00,0.0,0.0,0.0,4.75,0.0
2020-04-06 04:00:00,0.0,0.0,0.0,6.45,0.0
2020-04-06 05:00:00,0.0,0.0,0.0,6.875,0.0
2020-04-06 06:00:00,0.0,0.0,0.0,6.574999999999999,0.0
2020-04-06 07:00:00,20.25,0.0,17.5,5.775,0.35475
2020-04-06 08:00:00,178.0,6.0,110.75,5.6,5.60611675
2020-04-06 09:00:00,432.0,17.25,203.75,4.25,16.13076625
2020-04-06 10:00:00,704.5,241.25,279.25,2.75,27.45503325
2020-04-06 11:00:00,827.75,557.75,265.75,1.675,33.8838315
2020-04-06 12:00:00,970.5,694.5,258.5,1.35,40.26818175
2020-04-06 13:00:00,1034.25,594.25,253.75,0.275,43.051116
2020-04-06 14:00:00,1041.25,582.75,227.0,1.05,42.547214749999995
2020-04-06 15:00:00,977.75,677.25,186.5,0.65,39.1845665
2020-04-06 16:00:00,750.5,582.75,158.75,1.1,32.29393225
2020-04-06 17:00:00,577.75,285.75,122.5,0.75,23.826432750000002
2020-04-06 18:00:00,290.5,20.25,84.5,0.3,12.37928275
2020-04-06 19:00:00,67.5,5.25,36.5,1.0,2.70249975
2020-04-06 21:00:00,0.0,0.0,0.0,3.2,0.0
2020-04-06 22:00:00,0.0,0.0,0.0,3.775,0.0
2020-04-06 23:00:00,0.0,0.0,0.0,5.0,0.0
2020-04-07 00:00:00,0.0,0.0,0.0,6.825,0.0
2020-04-07 01:00:00,0.0,0.0,0.0,8.325,0.0
2020-04-07 02:00:00,0.0,0.0,0.0,9.450000000000001,0.0
2020-04-07 03:00:00,0.0,0.0,0.0,10.475,0.0
2020-04-07 04:00:00,0.0,0.0,0.0,12.1,0.0
2020-04-07 05:00:00,0.0,0.0,0.0,11.175,0.0
2020-04-07 06:00:00,0.0,0.0,0.0,11.35,0.0
2020-04-07 07:00:00,31.5,0.5,26.25,11.8,0.48809975
